model,hw,task,ablation,operator,cycles,pct_of_total
janus,ours,GenEval,onlyT2,img/qkv,25085030400,13.128
janus,ours,GenEval,onlyT2,text/attn,1010582940,0.529
janus,ours,GenEval,onlyT2,text/ffn_down,8113151232,4.246
janus,ours,GenEval,onlyT2,text/ffn_up,32740067712,17.134
janus,ours,GenEval,onlyT2,text/omap,5952739584,3.115
janus,ours,GenEval,onlyT2,text/qkv,17858218752,9.346
janus,ours,GenEval,onlyT3,img/attn,17189867520,12.465
janus,ours,GenEval,onlyT3,img/drain,15360,0.0
janus,ours,GenEval,onlyT3,img/ffn_down,13028843520,9.447
janus,ours,GenEval,onlyT3,img/ffn_up,26057687040,18.895
janus,ours,GenEval,onlyT3,img/omap,9333964800,6.768
janus,ours,GenEval,onlyT3,img/prefetch,61440,0.0
janus,ours,GenEval,onlyT3,img/qkv,25085030400,18.19
janus,ours,GenEval,onlyT3,text/attn,1010582940,0.733
janus,ours,GenEval,onlyT3,text/ffn_down,4511820288,3.272
janus,ours,GenEval,onlyT3,text/ffn_up,17880466560,12.965
janus,ours,GenEval,onlyT3,text/omap,5952739584,4.316
janus,ours,GenEval,onlyT3,text/qkv,17858218752,12.949
janus,ours,MM,all_on,text/attn,5974702740,18.238
janus,ours,MM,all_on,text/ffn_down,4511820288,13.773
janus,ours,MM,all_on,text/ffn_up,17880466560,54.581
janus,ours,MM,all_on,text/omap,1098144768,3.352
janus,ours,MM,all_on,text/qkv,3294434304,10.056
janus,ours,MM,alloff,text/attn,5974702740,8.458
janus,ours,MM,alloff,text/ffn_down,8113151232,11.485
janus,ours,MM,alloff,text/ffn_up,32740067712,46.349
janus,ours,MM,alloff,text/omap,5952739584,8.427
janus,ours,MM,alloff,text/qkv,17858218752,25.281
janus,ours,MM,allon_pure,text/attn,5974702740,11.451
janus,ours,MM,allon_pure,text/ffn_down,4511820288,8.647
janus,ours,MM,allon_pure,text/ffn_up,17880466560,34.268
janus,ours,MM,allon_pure,text/omap,5952739584,11.409
janus,ours,MM,allon_pure,text/qkv,17858218752,34.226
janus,ours,MM,noT3,text/attn,5974702740,8.458
janus,ours,MM,noT3,text/ffn_down,8113151232,11.485
janus,ours,MM,noT3,text/ffn_up,32740067712,46.349
janus,ours,MM,noT3,text/omap,5952739584,8.427
janus,ours,MM,noT3,text/qkv,17858218752,25.281
janus,ours,MM,onlyT1,text/attn,5974702740,8.458
janus,ours,MM,onlyT1,text/ffn_down,8113151232,11.485
janus,ours,MM,onlyT1,text/ffn_up,32740067712,46.349
janus,ours,MM,onlyT1,text/omap,5952739584,8.427
janus,ours,MM,onlyT1,text/qkv,17858218752,25.281
janus,ours,MM,onlyT2,text/attn,5974702740,8.458
janus,ours,MM,onlyT2,text/ffn_down,8113151232,11.485
janus,ours,MM,onlyT2,text/ffn_up,32740067712,46.349
janus,ours,MM,onlyT2,text/omap,5952739584,8.427
janus,ours,MM,onlyT2,text/qkv,17858218752,25.281
janus,ours,MM,onlyT3,text/attn,5974702740,11.451
janus,ours,MM,onlyT3,text/ffn_down,4511820288,8.647
janus,ours,MM,onlyT3,text/ffn_up,17880466560,34.268
janus,ours,MM,onlyT3,text/omap,5952739584,11.409
janus,ours,MM,onlyT3,text/qkv,17858218752,34.226
janus,sdma,GenEval,all_on,img/attn,8691148800,8.478
janus,sdma,GenEval,all_on,img/drain,122880,0.0
janus,sdma,GenEval,all_on,img/ffn_down,13028843520,12.709
janus,sdma,GenEval,all_on,img/ffn_up,26057687040,25.417
janus,sdma,GenEval,all_on,img/omap,4737761280,4.621
janus,sdma,GenEval,all_on,img/prefetch,122880,0.0
janus,sdma,GenEval,all_on,img/qkv,12732733440,12.42
janus,sdma,GenEval,all_on,text/attn,900292728,0.878
janus,sdma,GenEval,all_on,text/ffn_down,8026798080,7.83
janus,sdma,GenEval,all_on,text/ffn_up,16409209344,16.006
janus,sdma,GenEval,all_on,text/omap,2983492608,2.91
janus,sdma,GenEval,all_on,text/qkv,8950477824,8.731
janus,sdma,MM,all_on,text/attn,5577705192,13.297
janus,sdma,MM,all_on,text/ffn_down,8026798080,19.135
janus,sdma,MM,all_on,text/ffn_up,16409209344,39.118
janus,sdma,MM,all_on,text/omap,2983492608,7.112
janus,sdma,MM,all_on,text/qkv,8950477824,21.337
